"","X","sale_date","address","county","price","nfmp","vx","desc","year","price_adj","town","provence"
"310277",310334,"2018-05-18","st teresa's cottage, monvoy, tramore","waterford",115000,"No","No","Second-Hand Dwelling house /Apartment",2018,115000,"tramore","munster"
"310943",311000,"2018-05-24","4 church rd, tramore, co waterford","waterford",330000,"No","No","Second-Hand Dwelling house /Apartment",2018,330000,"tramore","munster"
"311935",311992,"2018-05-30","brackenbank, ballykinsella, tramore","waterford",390000,"No","No","Second-Hand Dwelling house /Apartment",2018,390000,"tramore","munster"
"312091",312148,"2018-05-31","3 doneraile place priests rd, tramore, waterford","waterford",140000,"No","No","Second-Hand Dwelling house /Apartment",2018,140000,"tramore","munster"
"312169",312226,"2018-05-31","77 pebble dr, pebble beach, tramore","waterford",90500,"No","No","Second-Hand Dwelling house /Apartment",2018,90500,"tramore","munster"
"312788",312845,"2018-06-06","124 cluain larach, knockenduff, tramore","waterford",167639,"No","Yes","New Dwelling house /Apartment",2018,190270.265,"tramore","munster"
"312789",312846,"2018-06-06","125 cluain larach, knockenduff, tramore","waterford",167639,"No","Yes","New Dwelling house /Apartment",2018,190270.265,"tramore","munster"
"313239",313296,"2018-06-08","20 highfield, tramore, waterford","waterford",257500,"No","No","Second-Hand Dwelling house /Apartment",2018,257500,"tramore","munster"
"313429",313486,"2018-06-08","glenmalure, church rd, tramore","waterford",430000,"No","No","Second-Hand Dwelling house /Apartment",2018,430000,"tramore","munster"
"313682",313739,"2018-06-12","30 southshore, tramore, co waterford","waterford",114000,"No","No","Second-Hand Dwelling house /Apartment",2018,114000,"tramore","munster"
"313700",313757,"2018-06-12","45 ardleigh, bracken grove, old tramore rd","waterford",126000,"No","No","Second-Hand Dwelling house /Apartment",2018,126000,"tramore","munster"
"313784",313841,"2018-06-12","metal bridge, pickardstown, tramore","waterford",166000,"No","No","Second-Hand Dwelling house /Apartment",2018,166000,"tramore","munster"
"314362",314419,"2018-06-15","3 fairview, priest's road, tramore","waterford",450000,"No","No","Second-Hand Dwelling house /Apartment",2018,450000,"tramore","munster"
"315240",315297,"2018-06-21","52 bracken dr, old tramore rd, waterford","waterford",166000,"No","No","Second-Hand Dwelling house /Apartment",2018,166000,"tramore","munster"
"315253",315310,"2018-06-21","64 ardleigh, bracken grove, old tramore rd","waterford",195000,"No","No","Second-Hand Dwelling house /Apartment",2018,195000,"tramore","munster"
"315303",315360,"2018-06-21","clodiagh, moonvoy, tramore","waterford",329000,"No","No","Second-Hand Dwelling house /Apartment",2018,329000,"tramore","munster"
"315380",315437,"2018-06-22","122 cluain larach, knockenduff, tramore","waterford",211454,"No","Yes","New Dwelling house /Apartment",2018,240000.29,"tramore","munster"
"315381",315438,"2018-06-22","123 cluain larach, knockenduff, tramore","waterford",185002,"No","Yes","New Dwelling house /Apartment",2018,209977.27,"tramore","munster"
"315738",315800,"2018-06-25","2 main street, tramore, co waterford","waterford",1e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,1e+05,"tramore","munster"
"315949",316011,"2018-06-26","34 rocksprings, clarinwood, tramore","waterford",177500,"No","No","Second-Hand Dwelling house /Apartment",2018,177500,"tramore","munster"
"316092",316154,"2018-06-27","15 springmount, tramore, waterford","waterford",232500,"No","No","Second-Hand Dwelling house /Apartment",2018,232500,"tramore","munster"
"316400",316462,"2018-06-28","5 glenside ballycarnane woods, tramore, waterford","waterford",205000,"No","No","Second-Hand Dwelling house /Apartment",2018,205000,"tramore","munster"
"316568",316630,"2018-06-29","15 pebble grove, pebble beach, tramore","waterford",73000,"No","No","Second-Hand Dwelling house /Apartment",2018,73000,"tramore","munster"
"316763",316825,"2018-06-29","81 hawthorn dr, monvoy valley, tramore","waterford",2e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,2e+05,"tramore","munster"
"317270",317332,"2018-07-04","126 cluain larach, knockenduff, tramore","waterford",250661,"No","Yes","New Dwelling house /Apartment",2018,284500.235,"tramore","munster"
"317642",317704,"2018-07-05","cill dara, ballycarnane, tramore","waterford",85000,"No","No","Second-Hand Dwelling house /Apartment",2018,85000,"tramore","munster"
"317778",317840,"2018-07-06","26 glenside, ballycarnane woods, tramore","waterford",190000,"No","No","Second-Hand Dwelling house /Apartment",2018,190000,"tramore","munster"
"317882",317944,"2018-07-06","8 marine dr, riverstown, tramore","waterford",145000,"No","No","Second-Hand Dwelling house /Apartment",2018,145000,"tramore","munster"
"318233",318295,"2018-07-10","31 pebble dr, pebble beach, tramore","waterford",78000,"No","No","Second-Hand Dwelling house /Apartment",2018,78000,"tramore","munster"
"318855",318917,"2018-07-13","19 the estuary, somerville, tramore","waterford",192000,"No","No","Second-Hand Dwelling house /Apartment",2018,192000,"tramore","munster"
"319144",319206,"2018-07-16","16 southshore, tramore, waterford","waterford",160000,"No","No","Second-Hand Dwelling house /Apartment",2018,160000,"tramore","munster"
"319365",319427,"2018-07-17","2 terminus villas, turkey road, tramore","waterford",50000,"No","No","Second-Hand Dwelling house /Apartment",2018,50000,"tramore","munster"
"319433",319495,"2018-07-17","44 bracken dr, old tramore rd, waterford","waterford",160000,"No","No","Second-Hand Dwelling house /Apartment",2018,160000,"tramore","munster"
"319534",319596,"2018-07-18","1 terminus villas, turkey rd, tramore","waterford",50000,"No","No","Second-Hand Dwelling house /Apartment",2018,50000,"tramore","munster"
"319540",319602,"2018-07-18","10 queens street, tramore, co waterford","waterford",125000,"No","No","Second-Hand Dwelling house /Apartment",2018,125000,"tramore","munster"
"319686",319748,"2018-07-18","5 marine terrace, tramore, co. waterford","waterford",350000,"No","No","Second-Hand Dwelling house /Apartment",2018,350000,"tramore","munster"
"319951",320013,"2018-07-19","48 carrigeenlea, cliff rd, tramore","waterford",370000,"No","No","Second-Hand Dwelling house /Apartment",2018,370000,"tramore","munster"
"320292",320354,"2018-07-20","apt 6 tivoli court, tivoli terrace, tramore","waterford",160000,"No","No","Second-Hand Dwelling house /Apartment",2018,160000,"tramore","munster"
"320667",320729,"2018-07-24","34 the estuary, somerville, tramore","waterford",187000,"No","No","Second-Hand Dwelling house /Apartment",2018,187000,"tramore","munster"
"321023",321085,"2018-07-25","no 17 mountfield, tramore, co waterford","waterford",170925.1,"No","Yes","New Dwelling house /Apartment",2018,193999.9885,"tramore","munster"
"321478",321541,"2018-07-27","46 rocksprings, clarinwood, tramore","waterford",217000,"No","No","Second-Hand Dwelling house /Apartment",2018,217000,"tramore","munster"
"321995",322061,"2018-07-31","63 glenside, ballycarnane woods, tramore","waterford",2e+05,"No","No","Second-Hand Dwelling house /Apartment",2018,2e+05,"tramore","munster"
"322388",322454,"2018-08-02","16 mountfield, tramore","waterford",170235,"No","Yes","New Dwelling house /Apartment",2018,193216.725,"tramore","munster"
"322446",322512,"2018-08-02","35 pebble grove, tramore, waterford","waterford",95000,"No","No","Second-Hand Dwelling house /Apartment",2018,95000,"tramore","munster"
"322947",323013,"2018-08-07","3 pebble lawn, tramore, waterford","waterford",85500,"No","No","Second-Hand Dwelling house /Apartment",2018,85500,"tramore","munster"
"323050",323116,"2018-08-08","15 westbrook, tramore, waterford","waterford",180000,"No","No","Second-Hand Dwelling house /Apartment",2018,180000,"tramore","munster"
"323260",323326,"2018-08-09","42 roselawn, tramore, waterford","waterford",195000,"No","No","Second-Hand Dwelling house /Apartment",2018,195000,"tramore","munster"
"323740",323806,"2018-08-14","102 sweet briar lawn, tramore, co waterford","waterford",250000,"No","No","Second-Hand Dwelling house /Apartment",2018,250000,"tramore","munster"
"324173",324239,"2018-08-16","14 mountfield, tramore","waterford",191189.42,"No","Yes","New Dwelling house /Apartment",2018,216999.9917,"tramore","munster"
"324419",324485,"2018-08-17","13 mountfield, tramore, co waterford","waterford",184140,"No","Yes","New Dwelling house /Apartment",2018,208998.9,"tramore","munster"
"324446",324512,"2018-08-17","16 castlewoods, ballinamona, old tramore rd","waterford",730000,"No","No","Second-Hand Dwelling house /Apartment",2018,730000,"tramore","munster"
"324604",324670,"2018-08-17","82 sweetbriar lawn, tramore, waterford","waterford",217000,"No","No","Second-Hand Dwelling house /Apartment",2018,217000,"tramore","munster"
"324661",324727,"2018-08-17","islandtarsney, fenor, tramore","waterford",236000,"No","No","Second-Hand Dwelling house /Apartment",2018,236000,"tramore","munster"
"324772",324838,"2018-08-20","29 pebble grove, tramore, waterford","waterford",88000,"No","No","Second-Hand Dwelling house /Apartment",2018,88000,"tramore","munster"
"325022",325088,"2018-08-21","patrick st, tramore, waterford","waterford",275000,"No","No","Second-Hand Dwelling house /Apartment",2018,275000,"tramore","munster"
"325319",325385,"2018-08-23","39 kennedy park, tramore, waterford","waterford",170000,"No","No","Second-Hand Dwelling house /Apartment",2018,170000,"tramore","munster"
"325434",325500,"2018-08-23","tivoli terrace, tramore, county waterford","waterford",282500,"No","No","Second-Hand Dwelling house /Apartment",2018,282500,"tramore","munster"
"325440",325506,"2018-08-23","white house, church rd, tramore","waterford",238500,"No","No","Second-Hand Dwelling house /Apartment",2018,238500,"tramore","munster"
"325561",325627,"2018-08-24","36 pebble dr, pebble beach, tramore","waterford",91500,"No","No","Second-Hand Dwelling house /Apartment",2018,91500,"tramore","munster"
"325962",326028,"2018-08-27","knocknarea priest rd, tramore, waterford","waterford",250000,"No","No","Second-Hand Dwelling house /Apartment",2018,250000,"tramore","munster"
"326277",326343,"2018-08-29","47 westbrook, tramore, waterford","waterford",230000,"No","No","Second-Hand Dwelling house /Apartment",2018,230000,"tramore","munster"
"326324",326390,"2018-08-29","apt 22 appollonian suites, galway hill, tramore","waterford",150000,"No","No","Second-Hand Dwelling house /Apartment",2018,150000,"tramore","munster"
"326625",326691,"2018-08-31","1 marian terrace, tramore, waterford","waterford",165500,"No","No","Second-Hand Dwelling house /Apartment",2018,165500,"tramore","munster"
"326829",326895,"2018-08-31","45 newtown glen, tramore, waterford","waterford",370000,"No","No","Second-Hand Dwelling house /Apartment",2018,370000,"tramore","munster"
"327446",327512,"2018-09-05","113 cluain larach, knockenduff, tramore","waterford",47576,"Yes","Yes","New Dwelling house /Apartment",2018,53998.76,"tramore","munster"
"327722",327788,"2018-09-06","38 the dunes, somerville, tramore","waterford",185000,"No","No","Second-Hand Dwelling house /Apartment",2018,185000,"tramore","munster"
"328750",328816,"2018-09-13","17 atlantic coast, tramore, co waterford","waterford",115000,"No","No","Second-Hand Dwelling house /Apartment",2018,115000,"tramore","munster"
"328942",329008,"2018-09-14","127 cluain larach, knockenduff, tramore","waterford",273128,"No","Yes","New Dwelling house /Apartment",2018,310000.28,"tramore","munster"
"329524",329590,"2018-09-18","44 the fairways, ballycarnane woods, tramore","waterford",205000,"No","No","Second-Hand Dwelling house /Apartment",2018,205000,"tramore","munster"
"329646",329712,"2018-09-19","128 cluain larach, knockenduff, tramore","waterford",185022,"No","Yes","New Dwelling house /Apartment",2018,209999.97,"tramore","munster"
"330152",330218,"2018-09-21","22 mountfield, tramore, co waterford","waterford",184140,"No","Yes","New Dwelling house /Apartment",2018,208998.9,"tramore","munster"
"330349",330415,"2018-09-21","doneraile dr, tramore, waterford","waterford",405000,"No","No","Second-Hand Dwelling house /Apartment",2018,405000,"tramore","munster"
"330493",330559,"2018-09-24","5 the fairways, ballycarnane woods, tramore","waterford",136018,"No","No","Second-Hand Dwelling house /Apartment",2018,136018,"tramore","munster"
"330606",330672,"2018-09-25","14 springmount, tramore, waterford","waterford",230000,"No","No","Second-Hand Dwelling house /Apartment",2018,230000,"tramore","munster"
"330993",331059,"2018-09-27","119 cluain larach, knockenduff, tramore","waterford",268722,"No","Yes","New Dwelling house /Apartment",2018,304999.47,"tramore","munster"
"331015",331081,"2018-09-27","17 the dunes, somerville, tramore","waterford",210000,"No","No","Second-Hand Dwelling house /Apartment",2018,210000,"tramore","munster"
"331323",331389,"2018-09-28","24 mountfield, tramore","waterford",219383.26,"No","Yes","New Dwelling house /Apartment",2018,249000.0001,"tramore","munster"
"332098",332164,"2018-10-03","25 mountfield, tramore, co waterford","waterford",219383,"No","Yes","New Dwelling house /Apartment",2018,248999.705,"tramore","munster"
"332417",332483,"2018-10-05","10 bramble court, tramore, co. waterford","waterford",270000,"No","No","Second-Hand Dwelling house /Apartment",2018,270000,"tramore","munster"
"332436",332502,"2018-10-05","129, cluain larach, tramore","waterford",211454,"No","Yes","New Dwelling house /Apartment",2018,240000.29,"tramore","munster"
"332613",332679,"2018-10-05","62 glenside, ballycarnane woods, tramore","waterford",250000,"No","No","Second-Hand Dwelling house /Apartment",2018,250000,"tramore","munster"
"333405",333472,"2018-10-11","23 mountfield, tramore, co waterford","waterford",189427,"No","Yes","New Dwelling house /Apartment",2018,214999.645,"tramore","munster"
"333587",333654,"2018-10-12","15 mountfield, tramore, co. waterford","waterford",175329,"No","Yes","New Dwelling house /Apartment",2018,198998.415,"tramore","munster"
"334616",334685,"2018-10-18","38 pebble dr, tramore, co waterford","waterford",85000,"No","No","Second-Hand Dwelling house /Apartment",2018,85000,"tramore","munster"
"335029",335098,"2018-10-19","knockenduff, tramore, co waterford","waterford",540000,"No","No","Second-Hand Dwelling house /Apartment",2018,540000,"tramore","munster"
"335269",335338,"2018-10-23","11 cuil beag, tramore, co waterford","waterford",120000,"No","No","Second-Hand Dwelling house /Apartment",2018,120000,"tramore","munster"
"335310",335379,"2018-10-23","23 the fairways, ballycarnane woods, tramore","waterford",190000,"No","No","Second-Hand Dwelling house /Apartment",2018,190000,"tramore","munster"
